gene_id,symbol,name,cytoband,type,num_cohort_ssm_affected_cases,num_cohort_ssm_cases,cohort_ssm_affected_cases_percentage,num_gdc_ssm_affected_cases,num_gdc_ssm_cases,gdc_ssm_affected_cases_percentage,num_cohort_cnv_cases,num_cohort_cnv_gain_cases,cohort_cnv_gain_cases_percentage,num_cohort_cnv_loss_cases,cohort_cnv_loss_cases_percentage,num_mutations,annotations
ENSG00000156052,GNAQ,G protein subunit alpha q,9q21.2,protein_coding,0,513,0.00,144,16508,0.87,515,20,3.88,26,5.05,0,Cancer Gene Census
ENSG00000157613,CREB3L1,cAMP responsive element binding protein 3 like 1,11p11.2,protein_coding,0,513,0.00,102,16508,0.62,515,16,3.11,48,9.32,0,Cancer Gene Census
ENSG00000159784,FAM131B,family with sequence similarity 131 member B,7q34,protein_coding,0,513,0.00,152,16508,0.92,515,158,30.68,4,0.78,0,Cancer Gene Census
ENSG00000160201,U2AF1,U2 small nuclear RNA auxiliary factor 1,21q22.3,protein_coding,0,513,0.00,6,16508,0.04,515,15,2.91,32,6.21,0,Cancer Gene Census
ENSG00000161547,SRSF2,serine and arginine rich splicing factor 2,17q25.1,protein_coding,0,513,0.00,76,16508,0.46,515,31,6.02,6,1.17,0,Cancer Gene Census
ENSG00000163655,GMPS,guanine monophosphate synthase,3q25.31,protein_coding,0,513,0.00,168,16508,1.02,515,3,0.58,27,5.24,0,Cancer Gene Census
ENSG00000163930,BAP1,BRCA1 associated protein 1,3p21.1,protein_coding,0,513,0.00,333,16508,2.02,515,5,0.97,43,8.35,0,Cancer Gene Census
ENSG00000164305,CASP3,caspase 3,4q35.1,protein_coding,0,513,0.00,69,16508,0.42,515,5,0.97,95,18.45,0,Cancer Gene Census
ENSG00000164919,COX6C,cytochrome c oxidase subunit 6C,8q22.2,protein_coding,0,513,0.00,23,16508,0.14,515,69,13.40,6,1.17,0,Cancer Gene Census
ENSG00000165025,SYK,spleen associated tyrosine kinase,9q22.2,protein_coding,0,513,0.00,178,16508,1.08,515,20,3.88,25,4.85,0,Cancer Gene Census
ENSG00000166501,PRKCB,protein kinase C beta,"16p12.2, 16p12.1",protein_coding,0,513,0.00,348,16508,2.11,515,6,1.17,18,3.50,0,Cancer Gene Census
ENSG00000166710,B2M,beta-2-microglobulin,15q21.1,protein_coding,0,513,0.00,179,16508,1.08,515,5,0.97,54,10.49,0,Cancer Gene Census
ENSG00000166886,NAB2,NGFI-A binding protein 2,12q13.3,protein_coding,0,513,0.00,108,16508,0.65,515,11,2.14,41,7.96,0,Cancer Gene Census
ENSG00000167751,KLK2,kallikrein related peptidase 2,19q13.33,protein_coding,0,513,0.00,97,16508,0.59,515,22,4.27,253,49.13,0,Cancer Gene Census
ENSG00000167985,SDHAF2,succinate dehydrogenase complex assembly factor 2,11q12.2,protein_coding,0,513,0.00,56,16508,0.34,515,24,4.66,20,3.88,0,Cancer Gene Census
ENSG00000168092,PAFAH1B2,platelet activating factor acetylhydrolase 1b catalytic subunit 2,11q23.3,protein_coding,0,513,0.00,46,16508,0.28,515,50,9.71,18,3.50,0,Cancer Gene Census
ENSG00000168496,FEN1,flap structure-specific endonuclease 1,11q12.2,protein_coding,0,513,0.00,71,16508,0.43,515,24,4.66,20,3.88,0,Cancer Gene Census
ENSG00000169032,MAP2K1,mitogen-activated protein kinase kinase 1,15q22.31,protein_coding,0,513,0.00,148,16508,0.90,515,7,1.36,43,8.35,0,Cancer Gene Census
ENSG00000169696,ASPSCR1,"ASPSCR1 tether for SLC2A4, UBX domain containing",17q25.3,protein_coding,0,513,0.00,139,16508,0.84,515,30,5.83,8,1.55,0,Cancer Gene Census
ENSG00000170791,CHCHD7,coiled-coil-helix-coiled-coil-helix domain containing 7,8q12.1,protein_coding,0,513,0.00,29,16508,0.18,515,36,6.99,9,1.75,0,Cancer Gene Census
ENSG00000171791,BCL2,BCL2 apoptosis regulator,18q21.33,protein_coding,0,513,0.00,62,16508,0.38,515,12,2.33,52,10.10,0,Cancer Gene Census
ENSG00000172409,CLP1,cleavage factor polyribonucleotide kinase subunit 1,11q12.1,protein_coding,0,513,0.00,94,16508,0.57,515,21,4.08,20,3.88,0,Cancer Gene Census
ENSG00000172493,AFF1,AF4/FMR2 family member 1,"4q21.3, 4q22.1",protein_coding,0,513,0.00,272,16508,1.65,515,6,1.17,63,12.23,0,Cancer Gene Census
ENSG00000172936,MYD88,MYD88 innate immune signal transduction adaptor,3p22.2,protein_coding,0,513,0.00,70,16508,0.42,515,6,1.17,36,6.99,0,Cancer Gene Census
ENSG00000174775,HRAS,"HRas proto-oncogene, GTPase",11p15.5,protein_coding,0,513,0.00,163,16508,0.99,515,15,2.91,94,18.25,0,Cancer Gene Census
ENSG00000175329,ISX,intestine specific homeobox,22q12.3,protein_coding,0,513,0.00,109,16508,0.66,515,8,1.55,48,9.32,0,Cancer Gene Census
ENSG00000175643,RMI2,RecQ mediated genome instability 2,16p13.13,protein_coding,0,513,0.00,19,16508,0.12,515,9,1.75,14,2.72,0,Cancer Gene Census
ENSG00000176302,FOXR1,forkhead box R1,11q23.3,protein_coding,0,513,0.00,82,16508,0.50,515,57,11.07,16,3.11,0,Cancer Gene Census
ENSG00000176571,CNBD1,cyclic nucleotide binding domain containing 1,8q21.3,protein_coding,0,513,0.00,245,16508,1.48,515,51,9.90,9,1.75,0,Cancer Gene Census
ENSG00000177606,JUN,"Jun proto-oncogene, AP-1 transcription factor subunit",1p32.1,protein_coding,0,513,0.00,86,16508,0.52,515,11,2.14,185,35.92,0,Cancer Gene Census
ENSG00000178053,MLF1,myeloid leukemia factor 1,3q25.32,protein_coding,0,513,0.00,96,16508,0.58,515,4,0.78,29,5.63,0,Cancer Gene Census
ENSG00000178691,SUZ12,SUZ12 polycomb repressive complex 2 subunit,17q11.2,protein_coding,0,513,0.00,148,16508,0.90,515,6,1.17,13,2.52,0,Cancer Gene Census
ENSG00000179583,CIITA,class II major histocompatibility complex transactivator,16p13.13,protein_coding,0,513,0.00,321,16508,1.94,515,9,1.75,14,2.72,0,Cancer Gene Census
ENSG00000180611,MB21D2,Mab-21 domain containing 2,3q29,protein_coding,0,513,0.00,198,16508,1.20,515,7,1.36,38,7.38,0,Cancer Gene Census
ENSG00000183161,FANCF,FA complementation group F,11p14.3,protein_coding,0,513,0.00,85,16508,0.51,515,15,2.91,64,12.43,0,Cancer Gene Census
ENSG00000185338,SOCS1,suppressor of cytokine signaling 1,16p13.13,protein_coding,0,513,0.00,42,16508,0.25,515,9,1.75,14,2.72,0,Cancer Gene Census
ENSG00000185499,MUC1,"mucin 1, cell surface associated",1q22,protein_coding,0,513,0.00,83,16508,0.50,515,28,5.44,3,0.58,0,Cancer Gene Census
ENSG00000185630,PBX1,PBX homeobox 1,1q23.3,protein_coding,0,513,0.00,184,16508,1.11,515,26,5.05,4,0.78,0,Cancer Gene Census
ENSG00000186051,TAL2,TAL bHLH transcription factor 2,9q31.2,protein_coding,0,513,0.00,33,16508,0.20,515,22,4.27,28,5.44,0,Cancer Gene Census
ENSG00000186575,NF2,neurofibromin 2,22q12.2,protein_coding,0,513,0.00,198,16508,1.20,515,8,1.55,39,7.57,0,Cancer Gene Census
ENSG00000187098,MITF,melanocyte inducing transcription factor,3p13,protein_coding,0,513,0.00,178,16508,1.08,515,3,0.58,35,6.80,0,Cancer Gene Census
ENSG00000187735,TCEA1,transcription elongation factor A1,8q11.23,protein_coding,0,513,0.00,85,16508,0.51,515,36,6.99,9,1.75,0,Cancer Gene Census
ENSG00000188199,NUTM2B,NUT family member 2B,10q22.3,protein_coding,0,513,0.00,30,16508,0.18,515,2,0.39,88,17.09,0,Cancer Gene Census
ENSG00000189283,FHIT,fragile histidine triad diadenosine triphosphatase,3p14.2,protein_coding,0,513,0.00,52,16508,0.31,515,4,0.78,37,7.18,0,Cancer Gene Census
ENSG00000196090,PTPRT,protein tyrosine phosphatase receptor type T,"20q12, 20q13.11",protein_coding,0,513,0.00,812,16508,4.92,515,33,6.41,2,0.39,0,Cancer Gene Census
ENSG00000196220,SRGAP3,SLIT-ROBO Rho GTPase activating protein 3,3p25.3,protein_coding,0,513,0.00,298,16508,1.81,515,13,2.52,25,4.85,0,Cancer Gene Census
ENSG00000197122,SRC,"SRC proto-oncogene, non-receptor tyrosine kinase",20q11.23,protein_coding,0,513,0.00,111,16508,0.67,515,35,6.80,2,0.39,0,Cancer Gene Census
ENSG00000198900,TOP1,DNA topoisomerase I,20q12,protein_coding,0,513,0.00,169,16508,1.02,515,34,6.60,2,0.39,0,Cancer Gene Census
ENSG00000204103,MAFB,MAF bZIP transcription factor B,20q12,protein_coding,0,513,0.00,83,16508,0.50,515,33,6.41,2,0.39,0,Cancer Gene Census
ENSG00000204370,SDHD,succinate dehydrogenase complex subunit D,11q23.1,protein_coding,0,513,0.00,41,16508,0.25,515,44,8.54,16,3.11,0,Cancer Gene Census
ENSG00000204531,POU5F1,POU class 5 homeobox 1,6p21.33,protein_coding,0,513,0.00,80,16508,0.48,515,7,1.36,22,4.27,0,Cancer Gene Census
ENSG00000205927,OLIG2,oligodendrocyte transcription factor 2,21q22.11,protein_coding,0,513,0.00,81,16508,0.49,515,14,2.72,33,6.41,0,Cancer Gene Census
ENSG00000206503,HLA-A,"major histocompatibility complex, class I, A",6p22.1,protein_coding,0,513,0.00,152,16508,0.92,515,8,1.55,25,4.85,0,Cancer Gene Census
ENSG00000213066,CEP43,centrosomal protein 43,6q27,protein_coding,0,513,0.00,73,16508,0.44,515,0,0.00,72,13.98,0,Cancer Gene Census
ENSG00000213190,MLLT11,MLLT11 transcription factor 7 cofactor,1q21.3,protein_coding,0,513,0.00,27,16508,0.16,515,25,4.85,5,0.97,0,Cancer Gene Census
ENSG00000213672,NCKIPSD,NCK interacting protein with SH3 domain,3p21.31,protein_coding,0,513,0.00,119,16508,0.72,515,5,0.97,41,7.96,0,Cancer Gene Census
ENSG00000214562,NUTM2D,NUT family member 2D,10q23.2,protein_coding,0,513,0.00,59,16508,0.36,515,1,0.19,94,18.25,0,Cancer Gene Census
ENSG00000245848,CEBPA,CCAAT enhancer binding protein alpha,19q13.11,protein_coding,0,513,0.00,63,16508,0.38,515,26,5.05,198,38.45,0,Cancer Gene Census
ENSG00000261652,C15orf65,chromosome 15 open reading frame 65,15q21.3,protein_coding,0,513,0.00,10,16508,0.06,515,7,1.36,56,10.87,0,Cancer Gene Census
ENSG00000276180,H4C9,H4 clustered histone 9,6p22.1,protein_coding,0,513,0.00,76,16508,0.46,515,7,1.36,23,4.47,0,Cancer Gene Census
